Word frequencies in bible.txt
word     frequency
militias : 3
remain : 22
intact : 1
supporting : 3
asked : 3
personnel : 14
their : 46
large : 152
field : 13
irregular : 3
ministry : 10
security : 84
wad : 1
manpower : 198
availability : 200
males : 192
fit : 187
service : 326
reach : 127
annually : 148
albania : 38
larger : 83
maryland : 11
greece : 81
macedonia : 29
serbia : 46
montenegro : 40
continental : 164
shelf : 123
specified : 7
territorial : 274
sea : 461
nm : 516
kosovo : 6
question : 14
northern : 105
epirus : 3
mild : 49
temperate : 57
cool : 52
cloudy : 23
wet : 24
clear : 5
dry : 112
interior : 48
cooler : 12
wetter : 2
hills : 54
along : 107
coast : 185
chromium : 13
timber : 115
nickel : 41
destructive : 11
tsunami : 3
southwestern : 5
strategic : 61
location : 77
strait : 95
otranto : 2
adriatic : 9
ionian : 3
mediterranean : 30
albanians : 3
albanian : 12
greeks : 5
vlachs : 1
gypsies : 1
serbs : 2
bulgarians : 2
mosques : 1
churches : 3
observances : 1
prohibited : 3
began : 19
allowing : 4
private : 66
practice : 7
estimates : 14
affiliation : 4
greek : 38
orthodox : 36
roman : 153
catholic : 157
tosk : 1
dialect : 12
independent : 91
federation : 67
confederation : 61
republic : 505
nascent : 2
democracy : 86
tirane : 4
districts : 46
rrethe : 1
rreth : 1
berat : 1
dibre : 1
durres : 2
elbasan : 1
fier : 1
gjirokaster : 1
gramsh : 1
kolonje : 1
kore : 1
kruje : 1
kukes : 1
lezhe : 1
librazhd : 1
lushnje : 1
mat : 1
mirdite : 1
permet : 1
pogradec : 1
puke : 1
sarande : 2
shkoder : 2
skrapar : 1
tepelene : 1
tropoje : 1
vlore : 2
ottoman : 6
empire : 11
peoples : 207
socialist : 125
basic : 36
approved : 16
assembly : 274
adoption : 1
compulsory : 139
icj : 124
jurisdiction : 125
ministers : 116
deputy : 116
unicameral : 140
kuvendi : 1
popullor : 1
sali : 1
berisha : 1
aleksander : 1
meksi : 1
least : 36
prominent : 3
asp : 6
fatos : 1
nano : 2
secretary : 44
democratic : 397
dp : 21
eduard : 2
selami : 1
chairman : 187
republican : 47
rp : 8
sabri : 1
godo : 1
omonia : 1
minority : 23
leader : 75
ran : 5
election : 57
human : 19
uhp : 3
social : 152
sdp : 10
skender : 1
gjinushi : 1
alia : 1
allowed : 4
formed : 29
awp : 1
last : 386
held : 770
results : 384
seats : 330
csce : 56
ebrd : 36
ece : 35
interpol : 152
iso : 87
ad : 23
sazan : 1
hyda : 1
bejo : 1
temporary : 10
east : 182
th : 28
street : 72
york : 98
ny : 9
ambassador : 313
rruga : 1
labinoti : 1
room : 2
mailing : 155
apo : 81
ae : 56
fax : 124
twoheaded : 1
eagle : 11
center : 143
already : 8
providing : 18
lowest : 9
standard : 60
living : 35
europe : 144
contracted : 3
sharply : 12
producing : 12
fraction : 2
levels : 20
stalinisttype : 1
operated : 20
principle : 3
central : 216
planning : 11
ownership : 17
fitful : 1
reforms : 23
liberalization : 5
privatization : 17
shops : 4
reform : 59
measures : 19
crippled : 4
widespread : 14
disorder : 1
accompanied : 3
collapse : 8
overwhelming : 2
shock : 2
therapy : 2
stabilize : 3
establish : 11
effort : 2
expand : 4
ties : 14
reestablished : 1
relations : 19
joined : 13
passed : 7
legislation : 8
foreign : 153
investment : 67
possesses : 4
mineral : 43
until : 26
selfsufficient : 108
breakup : 4
cooperative : 5
farms : 21
decline : 27
forced : 8
rely : 3
maintain : 13
adequate : 38
supplies : 18
available : 16
statistics : 10
activity : 85
rudimentary : 4
wide : 27
margin : 21
error : 1
gnp : 96
purchasing : 65
asphalt : 10
metals : 58
metallic : 3
ores : 7
vegetables : 116
tobacco : 71
italy : 175
yugoslavia : 71
germany : 203
czechoslovakia : 54
poland : 79
romania : 63
bulgaria : 48
hungary : 62
machinery : 196
tools : 16
steel : 69
chemicals : 180
pharmaceuticals : 24
clothing : 76
lumber : 13
hydropower : 40
hands : 7
onehalf : 4
engaged : 21
range : 12
temperatezone : 2
severe : 56
dislocations : 4
suffered : 10
humanitarian : 6
loansguaranteescredits : 1
lek : 2
leke : 2
l : 37
qintars : 1
september : 249
calendar : 154
narrow : 71
line : 56
connecting : 2
titograd : 1
completed : 13
agricultural : 190
cart : 1
roads : 69
plus : 29
lake : 50
scutari : 2
ohrid : 1
prespa : 1
merchant : 161
marine : 201
cargo : 254
ships : 200
grt : 300
totaling : 156
dwt : 155
inadequate : 11
radios : 22
tvs : 14
coastal : 104
command : 21
troops : 31
leks : 1
could : 17
misleading : 8
algeria : 72
less : 172
times : 98
size : 145
libya : 64
mali : 56
mauritania : 53
morocco : 72
niger : 71
tunisia : 54
sahara : 23
southeastern : 4
boundary : 116
discussion : 2
drier : 3
high : 143
plateau : 52
sirocco : 3
dustsandladen : 3
wind : 16
common : 111
summer : 30
desert : 61
discontinuous : 5
phosphates : 43
uranium : 46
mountainous : 33
africa : 172
sudan : 67
algerians : 1
algerian : 7
arabberber : 3
european : 108
religion : 13
christian : 172
jewish : 45
arabic : 51
french : 339
berber : 4
dialects : 31
claimed : 63
workers : 155
ugta : 1
organization : 143
subordinate : 3
popular : 93
algiers : 6
wilayast : 1
wilaya : 3
adrar : 2
ain : 2
defla : 1
temouchent : 1
alger : 1
annaba : 2
batna : 1
bechar : 1
bejaia : 2
biskra : 1
blida : 1
bordj : 1
bou : 2
arreridj : 1
bouira : 1
boumerdes : 1
chlef : 1
constantine : 1
djelfa : 1
el : 89
bayadh : 1
oued : 1
tarf : 1
ghardaia : 1
guelma : 1
illizi : 1
jijel : 2
khenchela : 1
laghouat : 1
mascara : 1
medea : 1
mila : 2
mostaganem : 2
msila : 1
naama : 1
oran : 5
ouargla : 1
oum : 1
bouaghi : 1
relizane : 1
saida : 1
setif : 1
sidi : 6
bel : 3
abbes : 1
skikda : 2
souk : 1
ahras : 1
tamanghasset : 1
tebessa : 1
tiaret : 1
tindouf : 1
tipaza : 1
tissemsilt : 1
tizi : 1
ouzou : 1
tlemcen : 1
france : 351
effective : 85
revised : 21
review : 59
acts : 60
hoc : 2
constitutional : 78
composed : 9
officials : 7
several : 46
justices : 2
anniversary : 17
revolution : 20
cabinet : 162
almajlis : 1
echchaabi : 1
alwatani : 2
cour : 27
mohamed : 22
boudiaf : 1
assassinated : 4
june : 274
sid : 1
ahmed : 11
ghozali : 1
fln : 2
ffs : 1
hocine : 1
ait : 2
established : 219
multiparty : 34
round : 16
canceled : 2
benjedid : 1
resigned : 2
vote : 178
fundamentalist : 5
fis : 2
won : 19
contested : 4
municipal : 8
history : 4
voters : 6
participating : 2
banned : 11
abeda : 20
afdb : 79
afesd : 22
al : 144
amf : 21
ccc : 108
eca : 56
imo : 139
inmarsat : 70
oapec : 12
oas : 60
observer : 124
oau : 52
unavem : 12
unhcr : 45
wcl : 94
wipo : 126
abderrahmane : 1
bensid : 1
kalorama : 4
mary : 9
ann : 2
casey : 1
chemin : 1
cheich : 1
bachir : 1
elibrahimi : 1
p : 108
box : 80
algergare : 1
consulate : 180
vertical : 53
white : 278
fivepointed : 57
star : 57
crescent : 31
color : 12
symbols : 7
islam : 18
sector : 164
forms : 4
backbone : 5
depends : 27
hydrocarbons : 6
export : 124
receipts : 3
sharp : 12
increase : 32
led : 47
booming : 2
helped : 18
finance : 25
ambitious : 3
industrialization : 4
plunging : 1
combined : 6
mismanagement : 7
algerias : 1
centralized : 6
brought : 14
serious : 18
crisis : 13
farreaching : 1
companies : 16
encouraging : 9
privatesector : 3
boosting : 3
nonhydrocarbon : 1
proposing : 1
overhaul : 2
banking : 30
financial : 42
systems : 39
progress : 45
netherlands : 181
goods : 236
frg : 58
light : 70
mining : 128
electrical : 21
petrochemical : 2
employs : 63
importer : 21
grain : 72
vegetable : 16
sugar : 116
farm : 25
barley : 23
oats : 3
grapes : 21
olives : 17
citrus : 47
cattle : 78
dinar : 23
dinars : 24
da : 30
centimes : 40
electrified : 68
double : 62
concrete : 15
bituminous : 29
crushed : 54
stone : 68
arzew : 1
djendjene : 1
ghazaouet : 1
mers : 1
kebir : 1
shortsea : 46
passenger : 90
rollonrolloff : 80
tanker : 192
liquefied : 63
chemical : 97
bulk : 139
specialized : 46
aircraft : 192
excellent : 19
sparse : 17
sets : 15
submarine : 86
cables : 69
radio : 149
relay : 87
spain : 142
coaxial : 53
cable : 79
atlantic : 235
ocean : 550
indian : 220
intersputnik : 13
arabsat : 17
navy : 125
gendarmerie : 33
approximately : 13
american : 78
samoa : 57
rose : 11
island : 378
swains : 3
contiguous : 75
zone : 288
depth : 106
exclusive : 197
tropical : 169
moderated : 25
southeast : 57
winds : 54
annual : 48
rainfall : 25
averages : 5
inches : 10
rainy : 70
season : 86
little : 32
seasonal : 25
temperature : 22
variation : 18
five : 48
volcanic : 49
islands : 680
peaks : 7
coral : 58
atolls : 15
pumice : 2
pumicite : 1
typhoons : 25
pago : 10
best : 9
deepwater : 8
harbors : 11
pacific : 215
sheltered : 1
shape : 4
rough : 5
seas : 10
protected : 6
peripheral : 1
southsouthwest : 4
honolulu : 25
halfway : 14
between : 150
hawaii : 28
zealand : 97
samoans : 4
california : 25
immigrants : 7
samoan : 9
noncitizen : 1
nationals : 9
polynesian : 27
caucasian : 8
tongan : 7
congregationalist : 2
protestant : 80
denominations : 7
closely : 12
related : 13
hawaiian : 2
english : 205
bilingual : 4
tuna : 16
canneries : 5
territory : 205
unincorporated : 12
unorganized : 2
administered : 70
department : 46
office : 33
affairs : 27
indigenous : 73
inhabitants : 15
citizens : 20
ratified : 6
effect : 16
comprehensive : 7
revision : 5
awaiting : 6
ratification : 7
congress : 82
popularly : 4
elected : 118
governor : 106
lieutenant : 14
fono : 2
consists : 87
upper : 115
house : 197
senate : 83
representatives : 91
district : 26
courts : 22
village : 6
george : 39
bush : 11
dan : 4
quayle : 4
peter : 25
tali : 1
coleman : 2
galeai : 1
poumele : 1
t : 17
nonvoting : 8
delegate : 6
senators : 11
county : 3
eni : 1
r : 31
f : 46
h : 18
faleomavaega : 1
reelected : 28
spc : 29
blue : 137
triangle : 48
edged : 11
fly : 7
extends : 15
brown : 11
bald : 1
flying : 5
toward : 25
carrying : 2
authority : 15
staff : 4
club : 14
development : 200
strongly : 4
linked : 22
fishing : 251
plants : 20
canned : 9
primary : 41
far : 30
largest : 65
employers : 4
activities : 34
slowly : 5
developing : 24
tourist : 33
consisting : 18
local : 70
revenue : 14
grant : 9
materials : 104
parts : 34
japan : 301
nz : 76
australia : 195
raw : 59
meat : 66
canning : 4
handicrafts : 34
bananas : 82
coconuts : 38
taro : 11
breadfruit : 6
yams : 12
copra : 56
pineapples : 9
papayas : 1
dairy : 61
operational : 4
funds : 9
improvement : 6
paved : 145
unpaved : 11
tau : 3
airport : 6
tafuna : 1
near : 45
airstrips : 1
ofu : 1
good : 49
telex : 9
facsimile : 2
comsat : 1
responsibility : 73
andorra : 26
snowy : 1
dissected : 10
valleys : 20
andorrans : 1
andorran : 4
catalan : 4
stock : 11
spanish : 67
virtually : 12
many : 67
speak : 9
castilian : 2
principality : 5
unique : 5
coprincipality : 1
formal : 19
sovereignty : 26
bishop : 5
seo : 4
de : 246
urgel : 4
represented : 57
locally : 4
called : 10
veguers : 1
la : 84
vella : 1
parishes : 10
parroquies : 1
parroquia : 1
canillo : 1
encamp : 1
massana : 1
les : 1
escaldes : 1
ordino : 1
sant : 2
julia : 2
loria : 1
pareatges : 1
decrees : 2
custom : 6
usage : 1
mare : 2
deu : 1
meritxell : 1
coprinces : 1
designated : 3
veguer : 4
episcopal : 4
delegates : 7
prefect : 1
pyreneesorientales : 1
vicar : 1
diocese : 1
consell : 1
las : 13
valls : 1
cases : 11
perpignan : 1
ecclesiastical : 2
criminal : 12
tribunal : 18
des : 28
cortes : 4
chiefs : 5
coprince : 2
francois : 15
mitterrand : 13
franca : 7
jean : 15
pierre : 23
courtois : 1
mgr : 2
joan : 1
marti : 2
y : 26
alanis : 1
francesc : 1
badia : 1
batalla : 2
oscar : 8
ribas : 1
reig : 1
recognized : 23
traditionally : 14
partisans : 1
candidates : 10
basis : 27
competence : 2
personality : 1
orientation : 1
developed : 111
mission : 27
barcelona : 7
consular : 43
consul : 10
visits : 5
periodically : 2
carolee : 1
heileman : 1
via : 29
layetana : 1
yellow : 117
features : 13
quartered : 3
shield : 27
flags : 19
chad : 66
mainstay : 5
andorras : 3
tourism : 148
tourists : 9
visit : 3
attracted : 5
dutyfree : 2
status : 47
winter : 22
resorts : 1
scarcity : 3
imported : 45
principal : 70
manufacturing : 128
mainly : 52
cigarettes : 11
cigars : 1
rapid : 19
pace : 8
integration : 25
potential : 50
threat : 3
advantages : 2
particularly : 34
skiing : 1
quantities : 11
rye : 3
franc : 83
francs : 71
peseta : 4
pesetas : 4
pta : 2
centimos : 6
ptas : 2
digital : 3
microwave : 75
network : 60
landline : 14
circuits : 3
angola : 53
twice : 33
congo : 57
namibia : 49
zaire : 64
zambia : 50
angolan : 3
jose : 23
eduardo : 11
dos : 7
santos : 9
jonas : 2
savimbi : 2
unita : 2
signed : 19
peace : 36
treaty : 41
calls : 3
late : 36
internationally : 4
monitored : 2
ceasefire : 12
termination : 1
assistance : 34
luanda : 5
rises : 4
abruptly : 2
vast : 14
diamonds : 40
feldspar : 2
gold : 101
bauxite : 64
heavy : 28
causes : 2
flooding : 17
cabinda : 4
separated : 17
rest : 15
angolans : 1
ovimbundu : 1
kimbundu : 1
bakongo : 1
mestico : 2
beliefs : 41
portuguese : 41
bantu : 10
economically : 10
active : 38
oneparty : 9
marxist : 5
strong : 29
presidential : 41
provincias : 9
provincia : 10
bengo : 1
benguela : 2
bie : 1
cuando : 1
cubango : 1
cuanza : 2
norte : 12
sul : 4
cunene : 1
huambo : 1
huila : 2
lunda : 2
malanje : 1
moxico : 1
namibe : 2
uige : 1
portugal : 94
customary : 33
recently : 10
modified : 18
accommodate : 3
multipartyism : 2
increased : 34
markets : 29
assembleia : 6
povo : 1
relacaao : 1
fernando : 10
van : 18
dunem : 1
mpla : 1
angolas : 1
insurgency : 8
result : 20
accords : 9
few : 52
them : 6
viable : 3
couple : 1
met : 5
requirements : 19
become : 24
nationwide : 10
acp : 70
ceeac : 16
fls : 9
sadcc : 12
liaison : 3
uslo : 2
precursor : 1
establishing : 3
bpa : 1
building : 47
llth : 1
floor : 12
emblem : 16
half : 78
cogwheel : 2
crossed : 11
machete : 1
style : 6
hammer : 1
sickle : 1
provides : 48
main : 54
livelihood : 12
vital : 8
contributing : 13
recent : 38
bitter : 3
severely : 16
affected : 13
nonoil : 5
run : 11
advantage : 2
rich : 14
notably : 5
realize : 2
secure : 1
policies : 26
distortions : 1
imbalances : 1
throughout : 18
coffee : 122
sisal : 6
fish : 225
cuba : 67
brazil : 110
vehicles : 37
spare : 3
medicines : 5
substantial : 32
deliveries : 1
output : 108
brewing : 5
metal : 36
corn : 81
manioc : 8
cassava : 32
plantains : 5
forestry : 88
disruptions : 6
caused : 20
marketing : 2
deficiencies : 1
require : 2
kwanza : 4
kz : 2
lwei : 1
trackage : 4
landmines : 1
still : 37
place : 26
majority : 45
railroad : 12
bituminoussurface : 3
treatment : 5
remainder : 28
navigable : 72
lobito : 1
wire : 18
troposcatter : 9
routes : 21
frequency : 1
extensively : 3
forceair : 1
anguilla : 17
northeast : 32
flat : 66
lowlying : 9
limestone : 42
negligible : 29
lobster : 12
rock : 22
scrub : 3
oak : 1
trees : 10
commercial : 58
ponds : 1
frequent : 35
hurricanes : 28
storms : 20
located : 71
puerto : 84
rico : 54
anguillans : 1
anguillan : 1
african : 161
descent : 11
anglican : 31
methodist : 21
seventhday : 24
adventist : 24
baptist : 18
valley : 22
british : 142
monarch : 58
queen : 62
elizabeth : 45
ii : 68
brian : 6
j : 20
canty : 1
emile : 5
gumbs : 2
served : 4
alliance : 64
ana : 3
aup : 2
hubert : 3
hughes : 3
adp : 3
victor : 7
banks : 13
caricom : 36
cdb : 26
almost : 80
triple : 3
width : 21
orange : 23
dolphins : 1
interlocking : 1
circular : 4
design : 15
heavily : 35
offshore : 58
remittances : 20
emigrants : 3
benefited : 6
boom : 6
plans : 13
infrastructure : 24
facilities : 65
boat : 7
pigeon : 1
peas : 2
sweet : 18
potatoes : 77
pigs : 24
poultry : 44
caribbean : 73
ec : 191
cents : 55
fixed : 37
surfaced : 22
bay : 44
blowing : 2
wallblake : 1
modern : 38
link : 19
saint : 298
martin : 16
antarctica : 50
secondsmallest : 2
continent : 7
entry : 28
antarctic : 35
defers : 1
summary : 2
overlapping : 2
argentina : 82
chile : 74
adelie : 9
ross : 9
dependency : 20
norway : 97
maud : 3
russia : 133
recognize : 9
nations : 126
themselves : 2
reserve : 7
west : 213
where : 17
floating : 5
ice : 19
unapproachable : 1
low : 92
temperatures : 7
vary : 8
latitude : 2
elevation : 14
distance : 3
colder : 2
higher : 13
peninsula : 14
moderate : 27
average : 43
freezing : 3
thick : 1
sheet : 3
barren : 12
elevations : 3
meters : 52
mountain : 10
ranges : 6
icefree : 2
southern : 96
victoria : 20
wilkes : 1
mcmurdo : 1
sound : 6
glaciers : 5
shelves : 3
constitute : 8
presently : 5
exploited : 14
platinum : 9
minerals : 44
found : 4
uncommercial : 1
plant : 19
uninhabitable : 1
katabatic : 1
gravitydriven : 1
blow : 5
coastward : 1
blizzards : 1
foot : 8
circumpolar : 1
clockwise : 6
cyclonic : 3
solar : 2
radiation : 3
reaches : 2
pole : 1
equator : 15
period : 34
reported : 10
ozone : 1
protects : 1
earths : 1
harmful : 1
ultraviolet : 1
had : 42
dwindled : 1
level : 44
volcanism : 5
deception : 2
isolated : 4
seismic : 3
rare : 12
weak : 9
coldest : 1
windiest : 1
highest : 37
driest : 2
staffing : 1
research : 15
varies : 18
seasonally : 6
belgium : 91
ecuador : 56
finland : 78
greenpeace : 2
india : 132
korea : 122
peru : 68
sweden : 83
uruguay : 57
numerous : 38
disintegration : 3
placed : 7
future : 17
doubt : 2
closings : 1
ongoing : 11
difficulties : 11
yearround : 3
article : 13
peaceful : 9
purposes : 8
weapons : 10
testing : 1
scientific : 12
freedom : 15
investigation : 1
cooperation : 90
agencies : 7
dispute : 69
asserted : 2
while : 25
prohibits : 3
nuclear : 30
explosions : 1
disposal : 2
radioactive : 1
wastes : 1
treatystate : 1
observers : 10
access : 16
aerial : 1
observation : 1
inspect : 1
installations : 3
advance : 6
introduction : 5
allows : 3
scientists : 6
own : 18
consultative : 15
meetings : 2
discourage : 1
contrary : 1
settled : 5
peacefully : 1
concerned : 16
ultimately : 1
deal : 1
upholding : 1
interpreting : 2
amending : 1
involved : 11
agreements : 6
recommendations : 2
governments : 29
agreed : 9
conservation : 4
fauna : 2
flora : 2
convention : 7
seals : 7
agreement : 41
subsequently : 5
rejected : 4
protocol : 2
environmental : 8
protection : 6
awaits : 1
specific : 15
annexes : 1
impact : 4
assessments : 1
waste : 8
management : 8
relating : 1
except : 43
off : 30
abroad : 10
anchorage : 24
different : 9
locations : 5
facility : 4
nongovernmental : 2
helicopter : 1
pads : 1
glacier : 1
compacted : 1
snow : 11
suitable : 6
wheeled : 1
fixedwing : 1
snowsurface : 1
skiways : 1
skiequipped : 1
planes : 2
runwaysskiways : 3
greater : 19
unspecified : 3
variable : 2
length : 3
restrictions : 4
limitations : 2
extreme : 15
geographic : 12
conditions : 18
antigua : 45
barbuda : 41
redonda : 3
pleasant : 8
fosters : 1
insufficient : 1
freshwater : 10
deeply : 5
indented : 6
eastsoutheast : 2
antiguans : 1
barbudans : 1
antiguan : 2
barbudan : 1
entirely : 11
origin : 22
lebanese : 25
syrian : 19
predominant : 4
sects : 8
having : 25
schooling : 2
abpsa : 1
trades : 5
atlu : 2
awu : 1
parliamentary : 31
johns : 6
dependencies : 6
john : 43
paul : 29
philip : 4
parliament : 83
eastern : 119
sir : 31
wilfred : 2
ebenezer : 1
jacobs : 1
vere : 2
cornwall : 2
bird : 9
sr : 5
alp : 2
c : 89
lester : 1
progressive : 49
upp : 7
baldwin : 2
spencer : 2
coalition : 59
opposition : 62
undp : 7
aclm : 1
plm : 3
noel : 2
thomas : 18
eclac : 51
gatt : 103
icftu : 104
oecs : 17
opanal : 30
patrick : 10
albert : 13
lewis : 1
suite : 26
drive : 8
miami : 27
barbados : 46
accredited : 11
his : 13
absence : 2
bryant : 1
salter : 1
highway : 13
fpo : 15
aa : 19
inverted : 2
isosceles : 12
edge : 24
oriented : 7
important : 115
determinant : 2
performance : 13
expanded : 9
makes : 12
affects : 1
sectors : 30
utilities : 7
experiencing : 3
shortage : 22
hurt : 2
downturn : 2
gulf : 77
recession : 17
manufactures : 49
animals : 21
guyana : 52
trinidad : 65
tobago : 62
canada : 135
alcohol : 1
household : 4
appliances : 7
expanding : 13
cucumbers : 1
mangoes : 5
sugarcane : 66
exclusively : 3
handling : 1
refrigerated : 68
container : 76
multifunction : 12
load : 5
carrier : 87
convenience : 25
registry : 19
automatic : 22
tropospheric : 18
scatter : 14
saba : 10
guadeloupe : 32
shortwave : 26
royal : 72
arctic : 31
baffin : 3
barents : 6
beaufort : 4
chukchi : 3
siberian : 4
greenland : 25
hudson : 4
kara : 2
laptev : 2
tributary : 4
smallest : 6
oceans : 6
littoral : 5
persistent : 7
relatively : 24
characterized : 5
continuous : 5
darkness : 1
stable : 5
weather : 21
skies : 1
daylight : 1
damp : 4
foggy : 2
cyclones : 21
rain : 18
covered : 17
perennial : 6
drifting : 1
polar : 9
icepack : 1
thickness : 1
ridges : 2
drift : 1
pattern : 11
gyral : 1
stream : 3
straight : 2
denmark : 107
iceland : 48
pack : 1
surrounded : 19
open : 26
doubles : 1
encircling : 5
masses : 3
percentage : 6
basin : 18
interrupted : 3
alpha : 2
cordillera : 3
nansen : 1
lomonsov : 1
ridge : 6
maximum : 12
fram : 1
sand : 27
aggregates : 5
placer : 6
deposits : 46
polymetallic : 4
nodules : 4
fields : 7
mammals : 2
whales : 6
endangered : 4
species : 5
walruses : 1
occasionally : 6
break : 3
ellesmere : 3
icebergs : 5
calved : 1
northeastern : 3
cover : 4
centimeters : 12
frozen : 2
lasts : 2
months : 7
permafrost : 5
icelocked : 1
fragile : 2
ecosystem : 1
slow : 5
change : 12
recover : 4
chokepoint : 1
bering : 7
superstructure : 4
icing : 4
america : 65
shortest : 2
extremes : 3
exploitation : 48
churchill : 1
murmansk : 3
prudhoe : 1
passage : 19
route : 13
asia : 56
bolivia : 55
paraguay : 50
limits : 8
overflight : 3
navigation : 7
permitted : 5
beyond : 8
short : 29
indefinite : 15
britishadministered : 1
falkland : 30
islas : 25
malvinas : 15
georgia : 58
sandwich : 20
claim : 32
subantarctic : 1
pampas : 3
rolling : 41
patagonia : 1
andes : 9
fertile : 30
tin : 34
manganese : 35
tucuman : 2
mendoza : 2
pamperos : 1
violent : 7
windstorms : 2
strike : 2
buenos : 7
aires : 7
relative : 4
lanes : 19
magellan : 3
beagle : 3
channel : 38
drake : 4
argentines : 1
argentine : 11
mestizo : 15
nonwhite : 1
practicing : 3
italian : 49
german : 52
distrito : 14
catamarca : 1
chaco : 3
chubut : 1
cordoba : 4
corrientes : 1
federal : 89
entre : 3
rios : 4
formosa : 3
jujuy : 1
pampa : 1
rioja : 2
misiones : 2
neuquen : 1
rio : 37
negro : 2
salta : 1
san : 139
juan : 42
luis : 20
santa : 15
cruz : 9
fe : 3
santiago : 8
del : 35
estero : 1
tierra : 4
fuego : 2
process : 26
becoming : 9
mixture : 25
congreso : 13
nacional : 16
chamber : 89
senado : 9
deputies : 42
camara : 18
diputados : 9
corte : 17
suprema : 16
carlos : 37
saul : 3
menem : 4
position : 15
justicialist : 1
jp : 5
peronist : 1
umbrella : 9
radical : 16
civic : 12
ucr : 3
mario : 9
losada : 1
moderately : 7
left : 44
ucd : 2
jorge : 14
aguado : 1
intransigent : 1
pi : 1
dr : 39
alende : 1
leftist : 24
provincial : 14
phases : 1
breakdown : 4
stage : 3
nucleus : 1
activists : 2
peronistdominated : 1
peronistleaning : 1
manufacturers : 7
rural : 19
landowners : 1
business : 35
students : 8
church : 41
armed : 40
ag : 35
iadb : 46
icc : 60
iom : 61
laes : 29
laia : 20
mercosur : 6
pca : 76
rg : 14
uniimog : 28
untso : 21
ortiz : 1
rozas : 1
hampshire : 18
consulates : 95
houston : 36
orleans : 24
francisco : 46
baltimore : 3
chicago : 41
los : 55
angeles : 50
terence : 2
todman : 1
colombia : 74
amembar : 1
face : 7
known : 58
literate : 5
exportoriented : 4
diversified : 14
base : 31
nevertheless : 5
decades : 2
statist : 1
encountered : 1
problems : 51
escalating : 2
argentinas : 2
doubled : 3
creating : 4
servicing : 8
hurting : 1
countrys : 16
creditworthiness : 1
lenders : 3
implemented : 9
restructuring : 4
shows : 3
signs : 5
reversing : 1
putting : 2
path : 4
sustainable : 1
oilseed : 6
fuels : 64
lubricants : 21
motor : 22
durables : 11
petrochemicals : 12
printing : 5
metallurgy : 8
produces : 29
abundant : 7
consumption : 32
exporters : 4
beef : 39
sorghum : 27
soybeans : 10
beets : 26
increasing : 16
cocaine : 29
peso : 17
pesos : 19
centavos : 19
feburary : 1
broad : 33
bahia : 5
blanca : 2
necochea : 1
gallegos : 1
rosario : 1
railcar : 13
naval : 40
tankers : 8
sometimes : 17
commercially : 9
extensive : 55
widely : 37
prefecture : 6
aeronautical : 2
armenia : 46
azerbaijan : 51
turkey : 87
longstanding : 3
ethnically : 5
armenian : 28
exclave : 5
nagornokarabakh : 9
irredentism : 1
armenians : 6
demands : 4
lands : 19
greatly : 7
subsided : 1
drought : 21
fast : 2
flowing : 3
rivers : 31
aras : 2
molybdenum : 13
alumina : 10
razdan : 1
yerevan : 6
russian : 63
kurd : 2
rayons : 7
became : 22
renamed : 10
itself : 8
levon : 2
akopovich : 2
terpetrosyan : 2
gagik : 2
arutyunyan : 2
bagratyan : 1
babken : 1
ararktsyan : 1
husik : 1
lazaryan : 1
selfdetermination : 1
pakvyr : 1
hayrikian : 1
vazgen : 1
manukyan : 1
liberal : 66
ramkavar : 1
azatakan : 1
dashnatktsutyan : 1
rouben : 1
mirzakhanin : 1
mekhak : 1
gabriyelyan : 1
nationalists : 2
nacc : 24
aleksandr : 5
arzoumanian : 1
steven : 1
mann : 2
hotel : 14
hrazdan : 1
voice : 2
centrally : 13
planned : 24
built : 7
textile : 16
machinebuilding : 3
key : 31
supplier : 5
sister : 2
republics : 84
depended : 4
energy : 42
enter : 2
rail : 11
strife : 8
autonomous : 29
oblast : 25
armenianpopulated : 1
enclave : 8
outright : 1
warfare : 4
included : 26
interdiction : 1
azerbaijani : 8
expensive : 3
airlifts : 1
beleagured : 1
earthquake : 6
destroyed : 8
onetenth : 2
housing : 5
repair : 5
possible : 13
supply : 19
disrupted : 4
reorganization : 2
subsequent : 6
dismantling : 5
apparatus : 1
unserviceable : 4
supplied : 15
armenias : 2
needs : 33
electric : 29
onequarter : 5
elevators : 1
nonferrous : 13
unexploited : 7
midterm : 1
prospects : 15
seem : 2
bleak : 5
unusually : 3
dependence : 16
chaotic : 1
transformation : 5
ferrous : 9
diverse : 9
metalcutting : 5
forgingpressing : 1
motors : 9
tires : 4
knitted : 1
wear : 2
hosiery : 3
silk : 1
fabric : 4
washing : 4
trucks : 7
watches : 4
instruments : 8
microelectronics : 2
vineyards : 3
famous : 2
brandy : 1
liqueurs : 1
retaining : 14
ruble : 16
lines : 61
perennially : 15
density : 11
persons : 23
connections : 11
leased : 17
connection : 14
moscow : 24
gateway : 14
switch : 15
receives : 6
programs : 22
cis : 28
ground : 55
aruba : 19
scant : 5
vegetation : 10
sandy : 11
beaches : 5
lies : 8
hurricane : 10
belt : 16
venezuela : 70
arubans : 1
aruban : 9
mixed : 32
europeancaribbean : 1
confucian : 4
dutch : 25
papiamento : 2
spoken : 35
employment : 30
fta : 1
realm : 11
full : 17
autonomy : 7
obtained : 3
upon : 17
